"FileName","FilePath","Hash"
"AppVEntVirtualization.dll","C:\Windows\system32\AppVEntVirtualization.dll","9388A9A1C4E4B891A68F9206339AD4B4796C2C952F8674EB57342BCDCF0A755F"
"appvetwclientres.dll","C:\Windows\system32\appvetwclientres.dll","5E4645E3BF9356C2DDD2D4FAED27D110F35ECB3BA894AABF837CF03B0BB33009"
"appvetwsharedperformance.dll","C:\Windows\system32\appvetwsharedperformance.dll","00BE3202E5E77A3A9236BF821267AAAB32AE04774CB5944ED6536C75DCE64F8F"
"appvetwstreamingux.dll","C:\Windows\system32\appvetwstreamingux.dll","3C557492889CEC4562029959EF91883A48D8F5651697532D8F5FC54AF6B4FEB4"
"AppVFileSystemMetadata.dll","C:\Windows\system32\AppVFileSystemMetadata.dll","F4EE34C7D0F6FC4EC98F12C5DDEC39D05FC8E584E76EE81905DFC3C712375146"
"AppVIntegration.dll","C:\Windows\system32\AppVIntegration.dll","F0E3315F05662FAB3979EAF1D5064A998AAA6F2054CB07FB8329F6F8821706A6"
"AppVManifest.dll","C:\Windows\system32\AppVManifest.dll","1A3EC7745084A069697F9E025C1AA95756EE96E4CBAC340BBACF75DC5EF91F36"
"AppVNice.exe","C:\Windows\system32\AppVNice.exe","A304A8AB24212AB492714239DCE8DBF0F6935776C4414A49E7B23A79FBA0EC5F"
"AppVOrchestration.dll","C:\Windows\system32\AppVOrchestration.dll","AB4FA111C410B6650C04A99ABD7A45A08BAD453A2BE096F822ED04F1FBE33746"
"AppVPolicy.dll","C:\Windows\system32\AppVPolicy.dll","60825976321C0287C4686D50334C66B99B216D5C47D18FC50CFD16A9D3227CD8"
"AppVPublishing.dll","C:\Windows\system32\AppVPublishing.dll","6EC84DFE251D86F79E4357A783208FF9774942A98C82CFE7AEA34F39CCFBA5CB"
"AppVReporting.dll","C:\Windows\system32\AppVReporting.dll","7B86A892AACB49E6F445F4581555E562F4B2C49A4A53BEE2C1AC279CAD076861"
"AppVScripting.dll","C:\Windows\system32\AppVScripting.dll","E1752919CECAF4649BD14815FA356B3947606BE33EF452FF83E5CB5A75ADCC29"
"AppVSentinel.dll","C:\Windows\system32\AppVSentinel.dll","C84BCDDA2E422F5DD1585F1199AA8BB8116C81B5F2DA9CF8721797D571900AB2"
"AppVShNotify.exe","C:\Windows\system32\AppVShNotify.exe","A9A4B9DEEDE6E6198C80D45DEE0B6FAE69A2F428FBF94EC002ADEFA3E3113AEF"
"AppVStreamingUX.dll","C:\Windows\system32\AppVStreamingUX.dll","A82AF1BF2C51ED73CA6A5CD9E377F3958DF8C8EC92DA726CE96161481BA11970"
"AppVStreamMap.dll","C:\Windows\system32\AppVStreamMap.dll","44BB4C5FEC7A9A5568877A3936E2F3C98AEAF2FC2478FCDBF668F81F0CB2D68D"
"AppVTerminator.dll","C:\Windows\system32\AppVTerminator.dll","6A346C912580B2F80DE7B1104AFD7982C16073526F3B6E6597054767A4DD01DA"
"appwiz.cpl","C:\Windows\system32\appwiz.cpl","D3845E39F52D9BCECF5BECA5B50A7E65B6B128C50EDEB0BFE9BA08F18034C882"
"AppxAllUserStore.dll","C:\Windows\system32\AppxAllUserStore.dll","D2D6A90B3E21C629928F5CCDEF7CA94D30249D9E66F23179CBCB3F857FD77B62"
"AppXApplicabilityBlob.dll","C:\Windows\system32\AppXApplicabilityBlob.dll","50088F79B9CB37D018847A242F2D39DE17CE095C070A0D0DFC76B31429C60E47"
"AppxApplicabilityEngine.dll","C:\Windows\system32\AppxApplicabilityEngine.dll","81AF57031B17A87AD7C7414ED9AC167F56666C27DCDB806E9C80702A313599A3"
"AppXDeploymentClient.dll","C:\Windows\system32\AppXDeploymentClient.dll","014049A2F1A0372CD1FC0D538EE7E7863A8122D29F3641556F96AFA0C75582C5"
"AppXDeploymentExtensions.desktop.dll","C:\Windows\system32\AppXDeploymentExtensions.desktop.dll","6BFC32056C0FEC03FA4960D4AD926F923B5FFBE1A78A2C4A5B0FE620664EDA67"
"AppXDeploymentExtensions.onecore.dll","C:\Windows\system32\AppXDeploymentExtensions.onecore.dll","64D57740BEC47039606D35846E239663996BA42EFB578E56A9D6019D9350AD78"
"AppXDeploymentServer.dll","C:\Windows\system32\AppXDeploymentServer.dll","852711C1D8B8F0D842BF4DCA816F2F949A47849CBEEBB36B40FD676717EA6D63"
"AppxPackaging.dll","C:\Windows\system32\AppxPackaging.dll","9E6E3FA901B94F124056ECB7B233A12169DE4988956CFB99E5AA50D57CFCCFED"
"AppxProvisioning.xml","C:\Windows\system32\AppxProvisioning.xml","8D1659B73479A51F5AA891390EB809156AFC52567C309E2462957E1D69B775A3"
"AppxSip.dll","C:\Windows\system32\AppxSip.dll","69853E8C8CB9185286624238440C23945DA7CCCC454FC7FC3DCE22A87A0AE88A"
"AppxStreamingDataSourcePS.dll","C:\Windows\system32\AppxStreamingDataSourcePS.dll","73CB4CAD4600BA5EC4FA70316A5727B413E76BD6BB15AC8ED31D4A03A5DEF5E7"
"AppxSysprep.dll","C:\Windows\system32\AppxSysprep.dll","625B24211B3A6E4D6C160402C0732C7799A8462D08DC8E0596F0C4F58D7A4382"
"archiveint.dll","C:\Windows\system32\archiveint.dll","30B7E925B8309054FD840934A1779FDB52A30055BE8C8CF162353303DCBCB96D"
"ARP.EXE","C:\Windows\system32\ARP.EXE","7B79171410482F410B7572C58EDB7FD39326F7150C7C6882249B1CF9D7C970F0"
"asferror.dll","C:\Windows\system32\asferror.dll","F19AF37F7A6DF8BF1D1D75AD7207F2398FACF275230A158C0ED16431B7D95E09"
"aspnet_counters.dll","C:\Windows\system32\aspnet_counters.dll","13F7D71743EF977FAAB43FD4B873E319D19A7B10A5F7F8221576F752A072DE89"
"AssignedAccessCsp.dll","C:\Windows\system32\AssignedAccessCsp.dll","760E4B36A64AAB550F81AA3E14228D49B3D0257522B26FCC7D692BE6589BF35C"
